*Data are measured canopy height on 18 0.5 ha plots on a 5x5 m spacing
*Heights were measured with a measuring pole to 1500 cm using a clinometer to assess verticality
*Heights of exactly 1500 cm were scored as 1499 cm, canopy heights>1500 cm are coded 1500
*In 1999 9 plots were done, from 2000-2012 18 plots were censused
*See field protocol for details on exactly how measurements were made in the field
*Year,plot,Y_m,X_m,height_cm,Date,Comments
1999,A1,15,85,150,12-Jul-99,  Not done in 1999
1999,A1,20,10,150,12-Jul-99,  Not done in 1999
1999,A1,30,0,150,12-Jul-99,  Not done in 1999
1999,A1,20,100,507,12-Jul-99,  Not done in 1999
1999,A1,0,95,579,12-Jul-99,  Not done in 1999
1999,A1,35,45,695,12-Jul-99,  Not done in 1999
1999,A1,30,45,712,12-Jul-99,  Not done in 1999
1999,A1,20,65,788,12-Jul-99,  Not done in 1999
1999,A1,25,45,811,12-Jul-99,  Not done in 1999
1999,A1,30,100,835,12-Jul-99,  Not done in 1999
1999,A1,30,50,839,12-Jul-99,  Not done in 1999
1999,A1,40,15,954,14-Jul-99,  Not done in 1999
1999,A1,25,10,1018,12-Jul-99,  Not done in 1999
1999,A1,25,5,1029,12-Jul-99,  Not done in 1999
1999,A1,45,55,1051,14-Jul-99,  Not done in 1999
1999,A1,15,100,1073,12-Jul-99,  Not done in 1999
1999,A1,15,95,1074,12-Jul-99,  Not done in 1999
1999,A1,15,10,1326,12-Jul-99,  Not done in 1999
1999,A1,50,60,1400,14-Jul-99,  Not done in 1999
1999,A1,20,45,1401,12-Jul-99,  Not done in 1999
1999,A1,10,95,1454,12-Jul-99,  Not done in 1999
1999,A1,25,15,1463,12-Jul-99,  Not done in 1999
1999,A1,45,60,1477,14-Jul-99,  Not done in 1999
1999,A1,25,100,1486,12-Jul-99,  Not done in 1999
1999,A1,0,0,1500,12-Jul-99,  Not done in 1999
1999,A1,0,5,1500,12-Jul-99,  Not done in 1999
1999,A1,0,10,1500,12-Jul-99,  Not done in 1999
1999,A1,0,15,1500,12-Jul-99,  Not done in 1999
1999,A1,0,20,1500,12-Jul-99,  Not done in 1999
1999,A1,0,25,1500,12-Jul-99,  Not done in 1999
1999,A1,0,30,1500,12-Jul-99,  Not done in 1999
1999,A1,0,35,1500,12-Jul-99,  Not done in 1999
1999,A1,0,40,1500,12-Jul-99,  Not done in 1999
1999,A1,0,45,1500,12-Jul-99,  Not done in 1999
1999,A1,0,50,1500,12-Jul-99,  Not done in 1999
1999,A1,0,55,1500,12-Jul-99,  Not done in 1999
1999,A1,0,60,1500,12-Jul-99,  Not done in 1999
1999,A1,0,65,1500,12-Jul-99,  Not done in 1999
1999,A1,0,70,1500,12-Jul-99,  Not done in 1999
1999,A1,0,75,1500,12-Jul-99,  Not done in 1999
1999,A1,0,80,1500,12-Jul-99,  Not done in 1999
1999,A1,0,85,1500,12-Jul-99,  Not done in 1999
1999,A1,0,90,1500,12-Jul-99,  Not done in 1999
1999,A1,0,100,1500,12-Jul-99,  Not done in 1999
1999,A1,5,0,1500,12-Jul-99,  Not done in 1999
1999,A1,5,5,1500,12-Jul-99,  Not done in 1999
1999,A1,5,10,1500,12-Jul-99,  Not done in 1999
1999,A1,5,15,1500,12-Jul-99,  Not done in 1999
1999,A1,5,20,1500,12-Jul-99,  Not done in 1999
1999,A1,5,25,1500,12-Jul-99,  Not done in 1999
1999,A1,5,30,1500,12-Jul-99,  Not done in 1999
1999,A1,5,35,1500,12-Jul-99,  Not done in 1999
1999,A1,5,40,1500,12-Jul-99,  Not done in 1999
1999,A1,5,45,1500,12-Jul-99,  Not done in 1999
1999,A1,5,50,1500,12-Jul-99,  Not done in 1999
1999,A1,5,55,1500,12-Jul-99,  Not done in 1999
1999,A1,5,60,1500,12-Jul-99,  Not done in 1999
1999,A1,5,65,1500,12-Jul-99,  Not done in 1999
1999,A1,5,70,1500,12-Jul-99,  Not done in 1999
1999,A1,5,75,1500,12-Jul-99,  Not done in 1999
1999,A1,5,80,1500,12-Jul-99,  Not done in 1999
1999,A1,5,85,1500,12-Jul-99,  Not done in 1999
1999,A1,5,90,1500,12-Jul-99,  Not done in 1999
1999,A1,5,95,1500,12-Jul-99,  Not done in 1999
1999,A1,5,100,1500,12-Jul-99,  Not done in 1999
1999,A1,10,0,1500,12-Jul-99,  Not done in 1999
1999,A1,10,5,1500,12-Jul-99,  Not done in 1999
1999,A1,10,10,1500,12-Jul-99,  Not done in 1999
1999,A1,10,15,1500,12-Jul-99,  Not done in 1999
1999,A1,10,20,1500,12-Jul-99,  Not done in 1999
1999,A1,10,25,1500,12-Jul-99,  Not done in 1999
1999,A1,10,30,1500,12-Jul-99,  Not done in 1999
1999,A1,10,35,1500,12-Jul-99,  Not done in 1999
1999,A1,10,40,1500,12-Jul-99,  Not done in 1999
1999,A1,10,45,1500,12-Jul-99,  Not done in 1999
1999,A1,10,50,1500,12-Jul-99,  Not done in 1999
1999,A1,10,55,1500,12-Jul-99,  Not done in 1999
1999,A1,10,60,1500,12-Jul-99,  Not done in 1999
1999,A1,10,65,1500,12-Jul-99,  Not done in 1999
1999,A1,10,70,1500,12-Jul-99,  Not done in 1999
1999,A1,10,75,1500,12-Jul-99,  Not done in 1999
1999,A1,10,80,1500,12-Jul-99,  Not done in 1999
1999,A1,10,85,1500,12-Jul-99,  Not done in 1999
1999,A1,10,90,1500,12-Jul-99,  Not done in 1999
1999,A1,10,100,1500,12-Jul-99,  Not done in 1999
1999,A1,15,0,1500,12-Jul-99,  Not done in 1999
1999,A1,15,5,1500,12-Jul-99,  Not done in 1999
1999,A1,15,15,1500,12-Jul-99,  Not done in 1999
1999,A1,15,20,1500,12-Jul-99,  Not done in 1999
1999,A1,15,25,1500,12-Jul-99,  Not done in 1999
1999,A1,15,30,1500,12-Jul-99,  Not done in 1999
1999,A1,15,35,1500,12-Jul-99,  Not done in 1999
1999,A1,15,40,1500,12-Jul-99,  Not done in 1999
1999,A1,15,45,1500,12-Jul-99,  Not done in 1999
1999,A1,15,50,1500,12-Jul-99,  Not done in 1999
1999,A1,15,55,1500,12-Jul-99,  Not done in 1999
1999,A1,15,60,1500,12-Jul-99,  Not done in 1999
1999,A1,15,65,1500,12-Jul-99,  Not done in 1999
1999,A1,15,70,1500,12-Jul-99,  Not done in 1999
1999,A1,15,75,1500,12-Jul-99,  Not done in 1999
1999,A1,15,80,1500,12-Jul-99,  Not done in 1999
1999,A1,15,90,1500,12-Jul-99,  Not done in 1999
1999,A1,20,0,1500,12-Jul-99,  Not done in 1999
1999,A1,20,5,1500,12-Jul-99,  Not done in 1999
1999,A1,20,15,1500,12-Jul-99,  Not done in 1999
1999,A1,20,20,1500,12-Jul-99,  Not done in 1999
1999,A1,20,25,1500,12-Jul-99,  Not done in 1999
1999,A1,20,30,1500,12-Jul-99,  Not done in 1999
1999,A1,20,35,1500,12-Jul-99,  Not done in 1999
1999,A1,20,40,1500,12-Jul-99,  Not done in 1999
1999,A1,20,50,1500,12-Jul-99,  Not done in 1999
1999,A1,20,55,1500,12-Jul-99,  Not done in 1999
1999,A1,20,60,1500,12-Jul-99,  Not done in 1999
1999,A1,20,70,1500,12-Jul-99,  Not done in 1999
1999,A1,20,75,1500,12-Jul-99,  Not done in 1999
1999,A1,20,80,1500,12-Jul-99,  Not done in 1999
1999,A1,20,85,1500,12-Jul-99,  Not done in 1999
1999,A1,20,90,1500,12-Jul-99,  Not done in 1999
1999,A1,20,95,1500,12-Jul-99,  Not done in 1999
1999,A1,25,0,1500,12-Jul-99,  Not done in 1999
1999,A1,25,20,1500,12-Jul-99,  Not done in 1999
1999,A1,25,25,1500,12-Jul-99,  Not done in 1999
1999,A1,25,30,1500,12-Jul-99,  Not done in 1999
1999,A1,25,35,1500,12-Jul-99,  Not done in 1999
1999,A1,25,40,1500,12-Jul-99,  Not done in 1999
1999,A1,25,50,1500,12-Jul-99,  Not done in 1999
1999,A1,25,55,1500,12-Jul-99,  Not done in 1999
1999,A1,25,60,1500,12-Jul-99,  Not done in 1999
1999,A1,25,65,1500,12-Jul-99,  Not done in 1999
1999,A1,25,70,1500,12-Jul-99,  Not done in 1999
1999,A1,25,75,1500,12-Jul-99,  Not done in 1999
1999,A1,25,80,1500,12-Jul-99,  Not done in 1999
1999,A1,25,85,1500,12-Jul-99,  Not done in 1999
1999,A1,25,90,1500,12-Jul-99,  Not done in 1999
1999,A1,25,95,1500,12-Jul-99,  Not done in 1999
1999,A1,30,5,1500,12-Jul-99,  Not done in 1999
1999,A1,30,10,1500,12-Jul-99,  Not done in 1999
1999,A1,30,15,1500,12-Jul-99,  Not done in 1999
1999,A1,30,20,1500,12-Jul-99,  Not done in 1999
1999,A1,30,25,1500,12-Jul-99,  Not done in 1999
1999,A1,30,30,1500,12-Jul-99,  Not done in 1999
1999,A1,30,35,1500,12-Jul-99,  Not done in 1999
1999,A1,30,40,1500,12-Jul-99,  Not done in 1999
1999,A1,30,55,1500,12-Jul-99,  Not done in 1999
1999,A1,30,60,1500,12-Jul-99,  Not done in 1999
1999,A1,30,65,1500,12-Jul-99,  Not done in 1999
1999,A1,30,70,1500,12-Jul-99,  Not done in 1999
1999,A1,30,75,1500,12-Jul-99,  Not done in 1999
1999,A1,30,80,1500,12-Jul-99,  Not done in 1999
1999,A1,30,85,1500,12-Jul-99,  Not done in 1999
1999,A1,30,90,1500,12-Jul-99,  Not done in 1999
1999,A1,30,95,1500,12-Jul-99,  Not done in 1999
1999,A1,35,0,1500,12-Jul-99,  Not done in 1999
1999,A1,35,5,1500,12-Jul-99,  Not done in 1999
1999,A1,35,10,1500,12-Jul-99,  Not done in 1999
1999,A1,35,15,1500,12-Jul-99,  Not done in 1999
1999,A1,35,20,1500,12-Jul-99,  Not done in 1999
1999,A1,35,25,1500,12-Jul-99,  Not done in 1999
1999,A1,35,30,1500,12-Jul-99,  Not done in 1999
1999,A1,35,35,1500,12-Jul-99,  Not done in 1999
1999,A1,35,40,1500,12-Jul-99,  Not done in 1999
1999,A1,35,50,1500,12-Jul-99,  Not done in 1999
1999,A1,35,55,1500,12-Jul-99,  Not done in 1999
1999,A1,35,60,1500,12-Jul-99,  Not done in 1999
1999,A1,35,65,1500,12-Jul-99,  Not done in 1999
1999,A1,35,70,1500,12-Jul-99,  Not done in 1999
1999,A1,35,75,1500,12-Jul-99,  Not done in 1999
1999,A1,35,80,1500,12-Jul-99,  Not done in 1999
1999,A1,35,85,1500,12-Jul-99,  Not done in 1999
1999,A1,35,90,1500,12-Jul-99,  Not done in 1999
1999,A1,35,95,1500,12-Jul-99,  Not done in 1999
1999,A1,35,100,1500,12-Jul-99,  Not done in 1999
1999,A1,40,0,1500,14-Jul-99,  Not done in 1999
1999,A1,40,5,1500,14-Jul-99,  Not done in 1999
1999,A1,40,10,1500,14-Jul-99,  Not done in 1999
1999,A1,40,20,1500,14-Jul-99,  Not done in 1999
1999,A1,40,25,1500,14-Jul-99,  Not done in 1999
1999,A1,40,30,1500,14-Jul-99,  Not done in 1999
1999,A1,40,35,1500,14-Jul-99,  Not done in 1999
1999,A1,40,40,1500,14-Jul-99,  Not done in 1999
1999,A1,40,45,1500,14-Jul-99,  Not done in 1999
1999,A1,40,50,1500,14-Jul-99,  Not done in 1999
1999,A1,40,55,1500,14-Jul-99,  Not done in 1999
1999,A1,40,60,1500,14-Jul-99,  Not done in 1999
1999,A1,40,65,1500,14-Jul-99,  Not done in 1999
1999,A1,40,70,1500,14-Jul-99,  Not done in 1999
1999,A1,40,75,1500,14-Jul-99,  Not done in 1999
1999,A1,40,80,1500,14-Jul-99,  Not done in 1999
1999,A1,40,85,1500,14-Jul-99,  Not done in 1999
1999,A1,40,90,1500,14-Jul-99,  Not done in 1999
1999,A1,40,95,1500,14-Jul-99,  Not done in 1999
1999,A1,40,100,1500,14-Jul-99,  Not done in 1999
1999,A1,45,0,1500,14-Jul-99,  Not done in 1999
1999,A1,45,5,1500,14-Jul-99,  Not done in 1999
1999,A1,45,10,1500,14-Jul-99,  Not done in 1999
1999,A1,45,15,1500,14-Jul-99,  Not done in 1999
1999,A1,45,20,1500,14-Jul-99,  Not done in 1999
1999,A1,45,25,1500,14-Jul-99,  Not done in 1999
1999,A1,45,30,1500,14-Jul-99,  Not done in 1999
1999,A1,45,35,1500,14-Jul-99,  Not done in 1999
1999,A1,45,40,1500,14-Jul-99,  Not done in 1999
1999,A1,45,45,1500,14-Jul-99,  Not done in 1999
1999,A1,45,50,1500,14-Jul-99,  Not done in 1999
1999,A1,45,65,1500,14-Jul-99,  Not done in 1999
1999,A1,45,70,1500,14-Jul-99,  Not done in 1999
1999,A1,45,75,1500,14-Jul-99,  Not done in 1999
1999,A1,45,80,1500,14-Jul-99,  Not done in 1999
1999,A1,45,85,1500,14-Jul-99,  Not done in 1999
1999,A1,45,90,1500,14-Jul-99,  Not done in 1999
1999,A1,45,95,1500,14-Jul-99,  Not done in 1999
1999,A1,45,100,1500,14-Jul-99,  Not done in 1999
1999,A1,50,0,1500,14-Jul-99,  Not done in 1999
1999,A1,50,5,1500,14-Jul-99,  Not done in 1999
1999,A1,50,10,1500,14-Jul-99,  Not done in 1999
1999,A1,50,15,1500,14-Jul-99,  Not done in 1999
1999,A1,50,20,1500,14-Jul-99,  Not done in 1999
1999,A1,50,25,1500,14-Jul-99,  Not done in 1999
1999,A1,50,30,1500,14-Jul-99,  Not done in 1999
1999,A1,50,35,1500,14-Jul-99,  Not done in 1999
1999,A1,50,40,1500,14-Jul-99,  Not done in 1999
1999,A1,50,45,1500,14-Jul-99,  Not done in 1999
1999,A1,50,50,1500,14-Jul-99,  Not done in 1999
1999,A1,50,55,1500,14-Jul-99,  Not done in 1999
1999,A1,50,65,1500,14-Jul-99,  Not done in 1999
1999,A1,50,70,1500,14-Jul-99,  Not done in 1999
1999,A1,50,75,1500,14-Jul-99,  Not done in 1999
1999,A1,50,80,1500,14-Jul-99,  Not done in 1999
1999,A1,50,85,1500,14-Jul-99,  Not done in 1999
1999,A1,50,90,1500,14-Jul-99,  Not done in 1999
1999,A1,50,95,1500,14-Jul-99,  Not done in 1999
1999,A1,50,100,1500,14-Jul-99,  Not done in 1999
1999,A2,45,55,150,25-Aug-99,  Not done in 1999
1999,A2,30,5,244,24-Aug-99,  Not done in 1999
1999,A2,0,90,275,24-Aug-99,  Not done in 1999
1999,A2,0,10,333,24-Aug-99,  Not done in 1999
1999,A2,40,25,347,25-Aug-99,  Not done in 1999
1999,A2,0,15,437,24-Aug-99,  Not done in 1999
1999,A2,0,40,511,24-Aug-99,  Not done in 1999
1999,A2,20,95,525,24-Aug-99,  Not done in 1999
1999,A2,5,35,541,24-Aug-99,  Not done in 1999
1999,A2,25,95,541,24-Aug-99,  Not done in 1999
1999,A2,10,100,590,24-Aug-99,  Not done in 1999
1999,A2,45,25,596,25-Aug-99,  Not done in 1999
1999,A2,5,20,615,24-Aug-99,  Not done in 1999
1999,A2,5,15,634,24-Aug-99,  Not done in 1999
1999,A2,5,85,710,24-Aug-99,  Not done in 1999
1999,A2,25,65,730,24-Aug-99,  Not done in 1999
1999,A2,25,60,765,24-Aug-99,  Not done in 1999
1999,A2,35,85,812,24-Aug-99,  Not done in 1999
1999,A2,50,20,827,25-Aug-99,  Not done in 1999
1999,A2,35,90,844,24-Aug-99,  Not done in 1999
1999,A2,15,95,867,24-Aug-99,  Not done in 1999
1999,A2,20,55,967,24-Aug-99,  Not done in 1999
1999,A2,45,95,1015,25-Aug-99,  Not done in 1999
1999,A2,10,85,1031,24-Aug-99,  Not done in 1999
1999,A2,35,10,1066,24-Aug-99,  Not done in 1999
1999,A2,20,60,1078,24-Aug-99,  Not done in 1999
1999,A2,45,15,1085,25-Aug-99,  Not done in 1999
1999,A2,25,55,1110,24-Aug-99,  Not done in 1999
1999,A2,45,75,1126,25-Aug-99,  Not done in 1999
1999,A2,0,20,1130,24-Aug-99,  Not done in 1999
1999,A2,20,70,1146,24-Aug-99,  Not done in 1999
1999,A2,5,100,1150,24-Aug-99,  Not done in 1999
1999,A2,40,100,1196,25-Aug-99,  Not done in 1999
1999,A2,35,5,1212,24-Aug-99,  Not done in 1999
1999,A2,30,65,1215,24-Aug-99,  Not done in 1999
1999,A2,30,70,1299,24-Aug-99,  Not done in 1999
1999,A2,0,65,1350,24-Aug-99,  Not done in 1999
1999,A2,10,80,1353,24-Aug-99,  Not done in 1999
1999,A2,15,60,1356,24-Aug-99,  Not done in 1999
1999,A2,45,20,1370,25-Aug-99,  Not done in 1999
1999,A2,20,65,1412,24-Aug-99,  Not done in 1999
1999,A2,50,50,1452,25-Aug-99,  Not done in 1999
1999,A2,40,10,1476,25-Aug-99,  Not done in 1999
1999,A2,20,100,1481,24-Aug-99,  Not done in 1999
1999,A2,25,70,1494,24-Aug-99,  Not done in 1999
1999,A2,0,0,1500,24-Aug-99,  Not done in 1999
1999,A2,0,5,1500,24-Aug-99,  Not done in 1999
1999,A2,0,25,1500,24-Aug-99,  Not done in 1999
1999,A2,0,30,1500,24-Aug-99,  Not done in 1999
1999,A2,0,35,1500,24-Aug-99,  Not done in 1999
1999,A2,0,45,1500,24-Aug-99,  Not done in 1999
1999,A2,0,50,1500,24-Aug-99,  Not done in 1999
1999,A2,0,55,1500,24-Aug-99,  Not done in 1999
1999,A2,0,60,1500,24-Aug-99,  Not done in 1999
1999,A2,0,70,1500,24-Aug-99,  Not done in 1999
1999,A2,0,75,1500,24-Aug-99,  Not done in 1999
1999,A2,0,80,1500,24-Aug-99,  Not done in 1999
1999,A2,0,85,1500,24-Aug-99,  Not done in 1999
1999,A2,0,95,1500,24-Aug-99,  Not done in 1999
1999,A2,0,100,1500,24-Aug-99,  Not done in 1999
1999,A2,5,0,1500,24-Aug-99,  Not done in 1999
1999,A2,5,5,1500,24-Aug-99,  Not done in 1999
1999,A2,5,10,1500,24-Aug-99,  Not done in 1999
1999,A2,5,25,1500,24-Aug-99,  Not done in 1999
1999,A2,5,30,1500,24-Aug-99,  Not done in 1999
1999,A2,5,40,1500,24-Aug-99,  Not done in 1999
1999,A2,5,45,1500,24-Aug-99,  Not done in 1999
1999,A2,5,50,1500,24-Aug-99,  Not done in 1999
1999,A2,5,55,1500,24-Aug-99,  Not done in 1999
1999,A2,5,60,1500,24-Aug-99,  Not done in 1999
1999,A2,5,65,1500,24-Aug-99,  Not done in 1999
1999,A2,5,70,1500,24-Aug-99,  Not done in 1999
1999,A2,5,75,1500,24-Aug-99,  Not done in 1999
1999,A2,5,80,1500,24-Aug-99,  Not done in 1999
1999,A2,5,90,1500,24-Aug-99,  Not done in 1999
1999,A2,5,95,1500,24-Aug-99,  Not done in 1999
1999,A2,10,0,1500,24-Aug-99,  Not done in 1999
1999,A2,10,5,1500,24-Aug-99,  Not done in 1999
1999,A2,10,10,1500,24-Aug-99,  Not done in 1999
1999,A2,10,15,1500,24-Aug-99,  Not done in 1999
1999,A2,10,20,1500,24-Aug-99,  Not done in 1999
1999,A2,10,25,1500,24-Aug-99,  Not done in 1999
1999,A2,10,30,1500,24-Aug-99,  Not done in 1999
1999,A2,10,35,1500,24-Aug-99,  Not done in 1999
1999,A2,10,40,1500,24-Aug-99,  Not done in 1999
1999,A2,10,45,1500,24-Aug-99,  Not done in 1999
1999,A2,10,50,1500,24-Aug-99,  Not done in 1999
1999,A2,10,55,1500,24-Aug-99,  Not done in 1999
1999,A2,10,60,1500,24-Aug-99,  Not done in 1999
1999,A2,10,65,1500,24-Aug-99,  Not done in 1999
1999,A2,10,70,1500,24-Aug-99,  Not done in 1999
1999,A2,10,75,1500,24-Aug-99,  Not done in 1999
1999,A2,10,90,1500,24-Aug-99,  Not done in 1999
1999,A2,10,95,1500,24-Aug-99,  Not done in 1999
1999,A2,15,0,1500,24-Aug-99,  Not done in 1999
1999,A2,15,5,1500,24-Aug-99,  Not done in 1999
1999,A2,15,10,1500,24-Aug-99,  Not done in 1999
1999,A2,15,15,1500,24-Aug-99,  Not done in 1999
1999,A2,15,20,1500,24-Aug-99,  Not done in 1999
1999,A2,15,25,1500,24-Aug-99,  Not done in 1999
1999,A2,15,30,1500,24-Aug-99,  Not done in 1999
1999,A2,15,35,1500,24-Aug-99,  Not done in 1999
1999,A2,15,40,1500,24-Aug-99,  Not done in 1999
1999,A2,15,45,1500,24-Aug-99,  Not done in 1999
1999,A2,15,50,1500,24-Aug-99,  Not done in 1999
1999,A2,15,55,1500,24-Aug-99,  Not done in 1999
1999,A2,15,65,1500,24-Aug-99,  Not done in 1999
1999,A2,15,70,1500,24-Aug-99,  Not done in 1999
1999,A2,15,75,1500,24-Aug-99,  Not done in 1999
1999,A2,15,80,1500,24-Aug-99,  Not done in 1999
1999,A2,15,85,1500,24-Aug-99,  Not done in 1999
1999,A2,15,90,1500,24-Aug-99,  Not done in 1999
1999,A2,15,100,1500,24-Aug-99,  Not done in 1999
1999,A2,20,0,1500,24-Aug-99,  Not done in 1999
1999,A2,20,5,1500,24-Aug-99,  Not done in 1999
1999,A2,20,10,1500,24-Aug-99,  Not done in 1999
1999,A2,20,15,1500,24-Aug-99,  Not done in 1999
1999,A2,20,20,1500,24-Aug-99,  Not done in 1999
1999,A2,20,25,1500,24-Aug-99,  Not done in 1999
1999,A2,20,30,1500,24-Aug-99,  Not done in 1999
1999,A2,20,35,1500,24-Aug-99,  Not done in 1999
1999,A2,20,40,1500,24-Aug-99,  Not done in 1999
1999,A2,20,45,1500,24-Aug-99,  Not done in 1999
1999,A2,20,50,1500,24-Aug-99,  Not done in 1999
1999,A2,20,75,1500,24-Aug-99,  Not done in 1999
1999,A2,20,80,1500,24-Aug-99,  Not done in 1999
1999,A2,20,85,1500,24-Aug-99,  Not done in 1999
1999,A2,20,90,1500,24-Aug-99,  Not done in 1999
1999,A2,25,0,1500,24-Aug-99,  Not done in 1999
1999,A2,25,5,1500,24-Aug-99,  Not done in 1999
1999,A2,25,10,1500,24-Aug-99,  Not done in 1999
1999,A2,25,15,1500,24-Aug-99,  Not done in 1999
1999,A2,25,20,1500,24-Aug-99,  Not done in 1999
1999,A2,25,25,1500,24-Aug-99,  Not done in 1999
1999,A2,25,30,1500,24-Aug-99,  Not done in 1999
1999,A2,25,35,1500,24-Aug-99,  Not done in 1999
1999,A2,25,40,1500,24-Aug-99,  Not done in 1999
1999,A2,25,45,1500,24-Aug-99,  Not done in 1999
1999,A2,25,50,1500,24-Aug-99,  Not done in 1999
1999,A2,25,75,1500,24-Aug-99,  Not done in 1999
1999,A2,25,80,1500,24-Aug-99,  Not done in 1999
1999,A2,25,85,1500,24-Aug-99,  Not done in 1999
1999,A2,25,90,1500,24-Aug-99,  Not done in 1999
1999,A2,25,100,1500,24-Aug-99,  Not done in 1999
1999,A2,30,0,1500,24-Aug-99,  Not done in 1999
1999,A2,30,10,1500,24-Aug-99,  Not done in 1999
1999,A2,30,15,1500,24-Aug-99,  Not done in 1999
1999,A2,30,20,1500,24-Aug-99,  Not done in 1999
1999,A2,30,25,1500,24-Aug-99,  Not done in 1999
1999,A2,30,30,1500,24-Aug-99,  Not done in 1999
1999,A2,30,35,1500,24-Aug-99,  Not done in 1999
1999,A2,30,40,1500,24-Aug-99,  Not done in 1999
1999,A2,30,45,1500,24-Aug-99,  Not done in 1999
1999,A2,30,50,1500,24-Aug-99,  Not done in 1999
1999,A2,30,55,1500,24-Aug-99,  Not done in 1999
1999,A2,30,60,1500,24-Aug-99,  Not done in 1999
1999,A2,30,75,1500,24-Aug-99,  Not done in 1999
1999,A2,30,80,1500,24-Aug-99,  Not done in 1999
1999,A2,30,85,1500,24-Aug-99,  Not done in 1999
1999,A2,30,90,1500,24-Aug-99,  Not done in 1999
1999,A2,30,95,1500,24-Aug-99,  Not done in 1999
1999,A2,30,100,1500,24-Aug-99,  Not done in 1999
1999,A2,35,0,1500,24-Aug-99,  Not done in 1999
1999,A2,35,15,1500,24-Aug-99,  Not done in 1999
1999,A2,35,20,1500,24-Aug-99,  Not done in 1999
1999,A2,35,25,1500,24-Aug-99,  Not done in 1999
1999,A2,35,30,1500,24-Aug-99,  Not done in 1999
1999,A2,35,35,1500,24-Aug-99,  Not done in 1999
1999,A2,35,40,1500,24-Aug-99,  Not done in 1999
1999,A2,35,45,1500,24-Aug-99,  Not done in 1999
1999,A2,35,50,1500,24-Aug-99,  Not done in 1999
1999,A2,35,55,1500,24-Aug-99,  Not done in 1999
1999,A2,35,60,1500,24-Aug-99,  Not done in 1999
1999,A2,35,65,1500,24-Aug-99,  Not done in 1999
1999,A2,35,70,1500,24-Aug-99,  Not done in 1999
1999,A2,35,75,1500,24-Aug-99,  Not done in 1999
1999,A2,35,80,1500,24-Aug-99,  Not done in 1999
1999,A2,35,95,1500,24-Aug-99,  Not done in 1999
1999,A2,35,100,1500,24-Aug-99,  Not done in 1999
1999,A2,40,0,1500,25-Aug-99,  Not done in 1999
1999,A2,40,5,1500,25-Aug-99,  Not done in 1999
1999,A2,40,15,1500,25-Aug-99,  Not done in 1999
1999,A2,40,20,1500,25-Aug-99,  Not done in 1999
1999,A2,40,30,1500,25-Aug-99,  Not done in 1999
1999,A2,40,35,1500,25-Aug-99,  Not done in 1999
1999,A2,40,40,1500,25-Aug-99,  Not done in 1999
1999,A2,40,45,1500,25-Aug-99,  Not done in 1999
1999,A2,40,50,1500,25-Aug-99,  Not done in 1999
1999,A2,40,55,1500,25-Aug-99,  Not done in 1999
1999,A2,40,60,1500,25-Aug-99,  Not done in 1999
1999,A2,40,65,1500,25-Aug-99,  Not done in 1999
1999,A2,40,70,1500,25-Aug-99,  Not done in 1999
1999,A2,40,75,1500,25-Aug-99,  Not done in 1999
1999,A2,40,80,1500,25-Aug-99,  Not done in 1999
1999,A2,40,85,1500,25-Aug-99,  Not done in 1999
1999,A2,40,90,1500,25-Aug-99,  Not done in 1999
1999,A2,40,95,1500,25-Aug-99,  Not done in 1999
1999,A2,45,0,1500,25-Aug-99,  Not done in 1999
1999,A2,45,5,1500,25-Aug-99,  Not done in 1999
1999,A2,45,10,1500,25-Aug-99,  Not done in 1999
1999,A2,45,30,1500,25-Aug-99,  Not done in 1999
1999,A2,45,35,1500,25-Aug-99,  Not done in 1999
1999,A2,45,40,1500,25-Aug-99,  Not done in 1999
1999,A2,45,45,1500,25-Aug-99,  Not done in 1999
1999,A2,45,50,1500,25-Aug-99,  Not done in 1999
1999,A2,45,60,1500,25-Aug-99,  Not done in 1999
1999,A2,45,65,1500,25-Aug-99,  Not done in 1999
1999,A2,45,70,1500,25-Aug-99,  Not done in 1999
1999,A2,45,80,1500,25-Aug-99,  Not done in 1999
1999,A2,45,85,1500,25-Aug-99,  Not done in 1999
1999,A2,45,90,1500,25-Aug-99,  Not done in 1999
1999,A2,45,100,1500,25-Aug-99,  Not done in 1999
1999,A2,50,0,1500,25-Aug-99,  Not done in 1999
1999,A2,50,5,1500,25-Aug-99,  Not done in 1999
1999,A2,50,10,1500,25-Aug-99,  Not done in 1999
1999,A2,50,15,1500,25-Aug-99,  Not done in 1999
1999,A2,50,25,1500,25-Aug-99,  Not done in 1999
1999,A2,50,30,1500,25-Aug-99,  Not done in 1999
1999,A2,50,35,1500,25-Aug-99,  Not done in 1999
1999,A2,50,40,1500,25-Aug-99,  Not done in 1999
1999,A2,50,45,1500,25-Aug-99,  Not done in 1999
1999,A2,50,55,1500,25-Aug-99,  Not done in 1999
1999,A2,50,60,1500,25-Aug-99,  Not done in 1999
1999,A2,50,65,1500,25-Aug-99,  Not done in 1999
1999,A2,50,70,1500,25-Aug-99,  Not done in 1999
1999,A2,50,75,1500,25-Aug-99,  Not done in 1999
1999,A2,50,80,1500,25-Aug-99,  Not done in 1999
1999,A2,50,85,1500,25-Aug-99,  Not done in 1999
1999,A2,50,90,1500,25-Aug-99,  Not done in 1999
1999,A2,50,95,1500,25-Aug-99,  Not done in 1999
