system:index,mean,name,.geo
20000826_3,180.3474578857422,Quidbo,
20000901_0,25.84258460998535,Baranquilla,
20000901_1,11.316137313842773,Bogota,
20000901_2,24.609025955200195,Cali,
20000901_3,91.1561508178711,Quidbo,
20000906_0,29.916879653930664,Baranquilla,
20000906_1,23.87367057800293,Bogota,
20000906_2,20.451351165771484,Cali,
20000906_3,89.53791046142578,Quidbo,
20000911_0,29.393701553344727,Baranquilla,
20000911_1,2.461641788482666,Bogota,
20000911_2,6.754049301147461,Cali,
20000911_3,123.51532745361328,Quidbo,
20000916_0,20.664487838745117,Baranquilla,
20000916_1,6.586737155914307,Bogota,
20000916_2,18.42669677734375,Cali,
20000916_3,112.22333526611328,Quidbo,
20000921_0,9.545858383178711,Baranquilla,
20000921_1,20.758514404296875,Bogota,
20000921_2,15.788898468017578,Cali,
20000921_3,123.29320526123047,Quidbo,
20000926_0,26.14928436279297,Baranquilla,
20000926_1,20.51177215576172,Bogota,
20000926_2,19.09481430053711,Cali,
20000926_3,146.4137420654297,Quidbo,
20001001_0,10.825136184692383,Baranquilla,
20001001_1,13.542774200439453,Bogota,
20001001_2,15.118475914001465,Cali,
20001001_3,45.17359924316406,Quidbo,
20001006_0,7.921037197113037,Baranquilla,
20001006_1,7.770657539367676,Bogota,
20001006_2,13.746103286743164,Cali,
20001006_3,142.27285766601562,Quidbo,
20001011_0,15.06261157989502,Baranquilla,
20001011_1,4.464748382568359,Bogota,
20001011_2,12.713964462280273,Cali,
20001011_3,136.8151397705078,Quidbo,
20001016_0,23.38075828552246,Baranquilla,
20001016_1,4.034812927246094,Bogota,
20001016_2,17.085119247436523,Cali,
20001016_3,85.71660614013672,Quidbo,
20001021_0,28.022802352905273,Baranquilla,
20001021_1,22.796091079711914,Bogota,
20001021_2,32.368309020996094,Cali,
20001021_3,74.2879638671875,Quidbo,
20001026_0,40.702171325683594,Baranquilla,
20001026_1,30.98933982849121,Bogota,
20001026_2,35.029354095458984,Cali,
20001026_3,127.46749877929688,Quidbo,
20001101_0,23.538921356201172,Baranquilla,
20001101_1,13.440604209899902,Bogota,
20001101_2,29.909311294555664,Cali,
20001101_3,64.80973052978516,Quidbo,
20001106_0,24.640865325927734,Baranquilla,
20001106_1,16.425861358642578,Bogota,
20001106_2,11.737089157104492,Cali,
20001106_3,113.03145599365234,Quidbo,
20001111_0,0.8741493821144104,Baranquilla,
20001111_1,11.60180950164795,Bogota,
20001111_2,7.4179558753967285,Cali,
20001111_3,85.02347564697266,Quidbo,
20001116_0,1.0146970748901367,Baranquilla,
20001116_1,16.569000244140625,Bogota,
20001116_2,40.2264404296875,Cali,
20001116_3,187.9584503173828,Quidbo,
20001121_0,0.9618854522705078,Baranquilla,
20001121_1,3.6064321994781494,Bogota,
20001121_2,19.75984764099121,Cali,
20001121_3,93.23860168457031,Quidbo,
20001126_0,3.2799949645996094,Baranquilla,
20001126_1,2.9697725772857666,Bogota,
20001126_2,8.86559009552002,Cali,
20001126_3,132.0308837890625,Quidbo,
20001201_0,43.02888870239258,Baranquilla,
20001201_1,2.8091306686401367,Bogota,
20001201_2,5.219315528869629,Cali,
20001201_3,210.53680419921875,Quidbo,
20001206_0,2.870723009109497,Baranquilla,
20001206_1,4.85614013671875,Bogota,
20001206_2,8.074174880981445,Cali,
20001206_3,89.18864440917969,Quidbo,
20001211_0,0.8350124359130859,Baranquilla,
20001211_1,5.517916679382324,Bogota,
20001211_2,17.915565490722656,Cali,
20001211_3,100.06078338623047,Quidbo,
20001216_0,0.9363191723823547,Baranquilla,
20001216_1,5.240902423858643,Bogota,
20001216_2,17.379823684692383,Cali,
20001216_3,58.30194091796875,Quidbo,
20001221_0,1.685558557510376,Baranquilla,
20001221_1,4.413523197174072,Bogota,
20001221_2,10.448948860168457,Cali,
20001221_3,87.26110076904297,Quidbo,
20001226_0,3.7025957107543945,Baranquilla,
20001226_1,10.381287574768066,Bogota,
20001226_2,38.84577178955078,Cali,
20001226_3,132.47268676757812,Quidbo,
20010101_0,0.5897493362426758,Baranquilla,
20010101_1,2.5900967121124268,Bogota,
20010101_2,11.433056831359863,Cali,
20010101_3,136.74855041503906,Quidbo,
20010106_0,1.3407647609710693,Baranquilla,
20010106_1,4.360856056213379,Bogota,
20010106_2,10.96969985961914,Cali,
20010106_3,73.85662078857422,Quidbo,
20010111_0,0.35180768370628357,Baranquilla,
20010111_1,2.32682728767395,Bogota,
20010111_2,5.113584518432617,Cali,
20010111_3,78.68955993652344,Quidbo,
20010116_0,0.3253229260444641,Baranquilla,
20010116_1,2.791433572769165,Bogota,
20010116_2,37.75071334838867,Cali,
20010116_3,92.1020278930664,Quidbo,
20010121_0,0.6015051007270813,Baranquilla,
20010121_1,4.251706123352051,Bogota,
20010121_2,17.422361373901367,Cali,
20010121_3,123.54014587402344,Quidbo,
20010126_0,0.28554263710975647,Baranquilla,
20010126_1,2.2021191120147705,Bogota,
20010126_2,4.112758159637451,Cali,
20010126_3,89.94681549072266,Quidbo,
20010201_0,0.24000361561775208,Baranquilla,
20010201_1,9.63496208190918,Bogota,
20010201_2,8.514753341674805,Cali,
20010201_3,46.54853439331055,Quidbo,
20010206_0,0.18201498687267303,Baranquilla,
20010206_1,4.9985785484313965,Bogota,
20010206_2,16.60365104675293,Cali,
20010206_3,56.608970642089844,Quidbo,
20010211_0,0.406236469745636,Baranquilla,
20010211_1,2.71144700050354,Bogota,
20010211_2,5.211940288543701,Cali,
20010211_3,27.93381690979004,Quidbo,
20010216_0,0.1736585646867752,Baranquilla,
20010216_1,9.857531547546387,Bogota,
20010216_2,6.0805463790893555,Cali,
20010216_3,37.450538635253906,Quidbo,
20010221_0,0.3826594948768616,Baranquilla,
20010221_1,13.286101341247559,Bogota,
20010221_2,26.49818229675293,Cali,
20010221_3,97.44974517822266,Quidbo,
20010226_0,0.3945900499820709,Baranquilla,
20010226_1,4.489959239959717,Bogota,
20010226_2,2.8333587646484375,Cali,
20010226_3,16.348575592041016,Quidbo,
20010301_0,0.4267192482948303,Baranquilla,
20010301_1,20.3980770111084,Bogota,
20010301_2,12.170381546020508,Cali,
20010301_3,69.21823120117188,Quidbo,
20010306_0,0.4628690183162689,Baranquilla,
20010306_1,5.738601207733154,Bogota,
20010306_2,12.35800552368164,Cali,
20010306_3,74.14019775390625,Quidbo,
20010311_0,0.39143091440200806,Baranquilla,
20010311_1,7.115001201629639,Bogota,
20010311_2,6.732635021209717,Cali,
20010311_3,46.216575622558594,Quidbo,
20010316_0,0.4031832814216614,Baranquilla,
20010316_1,20.04222869873047,Bogota,
20010316_2,29.48946762084961,Cali,
20010316_3,28.78107452392578,Quidbo,
20010321_0,0.8247376084327698,Baranquilla,
20010321_1,10.553707122802734,Bogota,
20010321_2,32.99140930175781,Cali,
20010321_3,112.7527847290039,Quidbo,
20010326_0,3.178624153137207,Baranquilla,
20010326_1,6.8491339683532715,Bogota,
20010326_2,9.175691604614258,Cali,
20010326_3,146.04696655273438,Quidbo,
20010401_0,1.067930817604065,Baranquilla,
20010401_1,7.838419437408447,Bogota,
20010401_2,3.8501007556915283,Cali,
20010401_3,43.861385345458984,Quidbo,
20010406_0,1.122544527053833,Baranquilla,
20010406_1,7.105453014373779,Bogota,
20010406_2,14.722854614257812,Cali,
20010406_3,107.25701904296875,Quidbo,
20010411_0,0.4611285924911499,Baranquilla,
20010411_1,5.30783224105835,Bogota,
20010411_2,20.509599685668945,Cali,
20010411_3,89.14124298095703,Quidbo,
20010416_0,3.2370688915252686,Baranquilla,
20010416_1,5.003383636474609,Bogota,
20010416_2,24.62554931640625,Cali,
20010416_3,153.57980346679688,Quidbo,
20010421_0,0.3608054518699646,Baranquilla,
20010421_1,8.047896385192871,Bogota,
20010421_2,20.757884979248047,Cali,
20010421_3,95.0047607421875,Quidbo,
20010426_0,2.2247612476348877,Baranquilla,
20010426_1,6.390239238739014,Bogota,
20010426_2,19.823301315307617,Cali,
20010426_3,68.20521545410156,Quidbo,
20010501_0,8.747045516967773,Baranquilla,
20010501_1,19.01053237915039,Bogota,
20010501_2,20.688718795776367,Cali,
20010501_3,165.5211944580078,Quidbo,
20010506_0,3.2660319805145264,Baranquilla,
20010506_1,20.721702575683594,Bogota,
20010506_2,31.50037384033203,Cali,
20010506_3,123.13746643066406,Quidbo,
20010511_0,22.07159996032715,Baranquilla,
20010511_1,4.6236348152160645,Bogota,
20010511_2,8.246260643005371,Cali,
20010511_3,164.9590301513672,Quidbo,
20010516_0,13.207490921020508,Baranquilla,
20010516_1,13.512212753295898,Bogota,
20010516_2,18.443300247192383,Cali,
20010516_3,144.5811004638672,Quidbo,
20010521_0,10.376120567321777,Baranquilla,
20010521_1,11.738044738769531,Bogota,
20010521_2,21.152841567993164,Cali,
20010521_3,86.10076904296875,Quidbo,
20010526_0,16.990413665771484,Baranquilla,
20010526_1,28.882993698120117,Bogota,
20010526_2,13.689329147338867,Cali,
20010526_3,183.66322326660156,Quidbo,
20010601_0,6.828864574432373,Baranquilla,
20010601_1,9.121801376342773,Bogota,
20010601_2,19.730669021606445,Cali,
20010601_3,118.79613494873047,Quidbo,
20010606_0,1.780440330505371,Baranquilla,
20010606_1,10.427377700805664,Bogota,
20010606_2,11.621577262878418,Cali,
20010606_3,145.56613159179688,Quidbo,
20010611_0,9.092965126037598,Baranquilla,
20010611_1,8.122526168823242,Bogota,
20010611_2,13.904261589050293,Cali,
20010611_3,104.44462585449219,Quidbo,
20010616_0,4.193197250366211,Baranquilla,
20010616_1,19.468456268310547,Bogota,
20010616_2,13.347640991210938,Cali,
20010616_3,170.8436279296875,Quidbo,
20010621_0,0.982589602470398,Baranquilla,
20010621_1,6.597531318664551,Bogota,
20010621_2,3.1056969165802,Cali,
20010621_3,95.64508819580078,Quidbo,
20010626_0,5.890527248382568,Baranquilla,
20010626_1,9.50097370147705,Bogota,
20010626_2,6.615471839904785,Cali,
20010626_3,113.82588195800781,Quidbo,
20010701_0,0.7495175004005432,Baranquilla,
20010701_1,3.7257027626037598,Bogota,
20010701_2,6.642097473144531,Cali,
20010701_3,127.2886734008789,Quidbo,
20010706_0,10.007591247558594,Baranquilla,
20010706_1,5.624168395996094,Bogota,
20010706_2,16.453123092651367,Cali,
20010706_3,116.36259460449219,Quidbo,
20010711_0,9.691649436950684,Baranquilla,
20010711_1,13.933252334594727,Bogota,
20010711_2,7.884660243988037,Cali,
20010711_3,159.09310913085938,Quidbo,
20010716_0,4.081144332885742,Baranquilla,
20010716_1,4.825808525085449,Bogota,
20010716_2,9.154317855834961,Cali,
20010716_3,190.67288208007812,Quidbo,
20010721_0,6.214460372924805,Baranquilla,
20010721_1,5.232261657714844,Bogota,
20010721_2,3.5023715496063232,Cali,
20010721_3,97.70530700683594,Quidbo,
20010726_0,18.928237915039062,Baranquilla,
20010726_1,19.54598617553711,Bogota,
20010726_2,7.362522602081299,Cali,
20010726_3,114.9502944946289,Quidbo,
20010801_0,11.640810012817383,Baranquilla,
20010801_1,12.011531829833984,Bogota,
20010801_2,2.2426817417144775,Cali,
20010801_3,230.8458709716797,Quidbo,
20010806_0,8.044329643249512,Baranquilla,
20010806_1,6.577415943145752,Bogota,
20010806_2,1.7143789529800415,Cali,
20010806_3,156.16452026367188,Quidbo,
20010811_0,8.700117111206055,Baranquilla,
20010811_1,7.640669822692871,Bogota,
20010811_2,2.789491653442383,Cali,
20010811_3,154.90823364257812,Quidbo,
20010816_0,8.000703811645508,Baranquilla,
20010816_1,7.193724632263184,Bogota,
20010816_2,1.6499356031417847,Cali,
20010816_3,100.79873657226562,Quidbo,
20010821_0,18.477622985839844,Baranquilla,
20010821_1,5.721253395080566,Bogota,
20010821_2,3.989766836166382,Cali,
20010821_3,184.70867919921875,Quidbo,
20010826_0,23.417098999023438,Baranquilla,
20010826_1,7.081252098083496,Bogota,
20010826_2,3.0910637378692627,Cali,
20010826_3,151.00717163085938,Quidbo,
20010901_0,18.822629928588867,Baranquilla,
20010901_1,7.672025680541992,Bogota,
20010901_2,8.669906616210938,Cali,
20010901_3,125.08745574951172,Quidbo,
20010906_0,8.027775764465332,Baranquilla,
20010906_1,14.721160888671875,Bogota,
20010906_2,8.717728614807129,Cali,
20010906_3,92.93690490722656,Quidbo,
20010911_0,32.98613357543945,Baranquilla,
20010911_1,17.495424270629883,Bogota,
20010911_2,44.18967819213867,Cali,
20010911_3,133.04782104492188,Quidbo,
20010916_0,12.567267417907715,Baranquilla,
20010916_1,4.775811195373535,Bogota,
20010916_2,8.766969680786133,Cali,
20010916_3,116.8198471069336,Quidbo,
20010921_0,7.347064971923828,Baranquilla,
20010921_1,4.482492446899414,Bogota,
20010921_2,10.651389122009277,Cali,
20010921_3,72.95723724365234,Quidbo,
20010926_0,19.06464958190918,Baranquilla,
20010926_1,16.550642013549805,Bogota,
20010926_2,12.413813591003418,Cali,
20010926_3,98.4354476928711,Quidbo,
20011001_0,2.7665107250213623,Baranquilla,
20011001_1,4.139891624450684,Bogota,
20011001_2,5.757092475891113,Cali,
20011001_3,96.38017272949219,Quidbo,
20011006_0,4.3336501121521,Baranquilla,
20011006_1,5.702341079711914,Bogota,
20011006_2,11.478666305541992,Cali,
20011006_3,118.25627899169922,Quidbo,
20011011_0,5.697840213775635,Baranquilla,
20011011_1,6.514343738555908,Bogota,
20011011_2,9.946992874145508,Cali,
20011011_3,85.08119201660156,Quidbo,
20011016_0,19.848974227905273,Baranquilla,
20011016_1,21.198638916015625,Bogota,
20011016_2,14.496146202087402,Cali,
20011016_3,68.61302947998047,Quidbo,
20011021_0,23.537900924682617,Baranquilla,
20011021_1,6.733756065368652,Bogota,
20011021_2,21.403234481811523,Cali,
20011021_3,93.50142669677734,Quidbo,
20011026_0,58.78125,Baranquilla,
20011026_1,26.73003578186035,Bogota,
20011026_2,27.91385269165039,Cali,
20011026_3,113.40672302246094,Quidbo,
20011101_0,4.702925682067871,Baranquilla,
20011101_1,23.032381057739258,Bogota,
20011101_2,5.28444242477417,Cali,
20011101_3,50.03872299194336,Quidbo,
20011106_0,2.6928749084472656,Baranquilla,
20011106_1,6.213377952575684,Bogota,
20011106_2,6.334015846252441,Cali,
20011106_3,160.14602661132812,Quidbo,
20011111_0,41.6834716796875,Baranquilla,
20011111_1,10.21175479888916,Bogota,
20011111_2,45.68709945678711,Cali,
20011111_3,129.33660888671875,Quidbo,
20011116_0,27.434621810913086,Baranquilla,
20011116_1,6.342230796813965,Bogota,
20011116_2,13.521356582641602,Cali,
20011116_3,150.47671508789062,Quidbo,
20011121_0,9.321769714355469,Baranquilla,
20011121_1,4.330609321594238,Bogota,
20011121_2,16.077911376953125,Cali,
20011121_3,214.7117919921875,Quidbo,
20011126_0,9.304713249206543,Baranquilla,
20011126_1,38.43278503417969,Bogota,
20011126_2,42.798282623291016,Cali,
20011126_3,100.36378479003906,Quidbo,
20011201_0,1.561261534690857,Baranquilla,
20011201_1,12.83180046081543,Bogota,
20011201_2,17.33763313293457,Cali,
20011201_3,42.40044021606445,Quidbo,
20011206_0,7.6316022872924805,Baranquilla,
20011206_1,6.761521339416504,Bogota,
20011206_2,24.424585342407227,Cali,
20011206_3,87.9558334350586,Quidbo,
20011211_0,4.351271152496338,Baranquilla,
20011211_1,12.344974517822266,Bogota,
20011211_2,45.00736618041992,Cali,
20011211_3,125.59716796875,Quidbo,
20011216_0,6.854527950286865,Baranquilla,
20011216_1,12.391398429870605,Bogota,
20011216_2,22.437175750732422,Cali,
20011216_3,151.0513153076172,Quidbo,
20011221_0,19.988027572631836,Baranquilla,
20011221_1,10.56089973449707,Bogota,
20011221_2,31.477365493774414,Cali,
20011221_3,84.79606628417969,Quidbo,
20011226_0,15.99348258972168,Baranquilla,
20011226_1,7.405200004577637,Bogota,
20011226_2,10.001306533813477,Cali,
20011226_3,94.77259063720703,Quidbo,
20020101_0,0.5546148419380188,Baranquilla,
20020101_1,2.2191641330718994,Bogota,
20020101_2,4.154882431030273,Cali,
20020101_3,72.0582046508789,Quidbo,
20020106_0,0.43126237392425537,Baranquilla,
20020106_1,7.378572940826416,Bogota,
20020106_2,19.20591163635254,Cali,
20020106_3,166.11663818359375,Quidbo,
20020111_0,0.3490650951862335,Baranquilla,
20020111_1,3.912437915802002,Bogota,
20020111_2,12.493352890014648,Cali,
20020111_3,91.93937683105469,Quidbo,
20020116_0,0.32505714893341064,Baranquilla,
20020116_1,3.2303671836853027,Bogota,
20020116_2,3.2834060192108154,Cali,
20020116_3,116.72669219970703,Quidbo,
20020121_0,0.2981686592102051,Baranquilla,
20020121_1,2.33597993850708,Bogota,
20020121_2,5.209810733795166,Cali,
20020121_3,64.2076187133789,Quidbo,
20020126_0,0.2872042655944824,Baranquilla,
20020126_1,4.295376300811768,Bogota,
20020126_2,16.273807525634766,Cali,
20020126_3,82.83576965332031,Quidbo,
20020201_0,0.2429705411195755,Baranquilla,
20020201_1,5.064944267272949,Bogota,
20020201_2,13.804163932800293,Cali,
20020201_3,68.28394317626953,Quidbo,
20020206_0,0.1842648833990097,Baranquilla,
20020206_1,8.509858131408691,Bogota,
20020206_2,2.607661008834839,Cali,
20020206_3,27.3538761138916,Quidbo,
20020211_0,0.1596587896347046,Baranquilla,
20020211_1,3.5809457302093506,Bogota,
20020211_2,2.377824068069458,Cali,
20020211_3,88.7255859375,Quidbo,
20020216_0,0.1758051961660385,Baranquilla,
20020216_1,2.611393690109253,Bogota,
20020216_2,2.594287872314453,Cali,
20020216_3,34.602386474609375,Quidbo,
20020221_0,0.2358163297176361,Baranquilla,
20020221_1,2.5688490867614746,Bogota,
20020221_2,2.4404778480529785,Cali,
20020221_3,79.78916931152344,Quidbo,
20020226_0,0.20792320370674133,Baranquilla,
20020226_1,1.9742827415466309,Bogota,
20020226_2,5.739941120147705,Cali,
20020226_3,29.719345092773438,Quidbo,
20020301_0,0.3893543481826782,Baranquilla,
20020301_1,2.8305554389953613,Bogota,
20020301_2,9.542661666870117,Cali,
20020301_3,31.16300392150879,Quidbo,
20020306_0,0.41731953620910645,Baranquilla,
20020306_1,2.717223882675171,Bogota,
20020306_2,8.242593765258789,Cali,
20020306_3,12.883247375488281,Quidbo,
20020311_0,0.3966093361377716,Baranquilla,
20020311_1,12.582127571105957,Bogota,
20020311_2,23.53306770324707,Cali,
20020311_3,72.36361694335938,Quidbo,
20020316_0,0.34985700249671936,Baranquilla,
20020316_1,28.940744400024414,Bogota,
20020316_2,63.69017791748047,Cali,
20020316_3,105.8446044921875,Quidbo,
20020321_0,3.0166094303131104,Baranquilla,
20020321_1,16.495174407958984,Bogota,
20020321_2,40.397499084472656,Cali,
20020321_3,56.0606689453125,Quidbo,
20020326_0,0.5426797866821289,Baranquilla,
20020326_1,20.49558448791504,Bogota,
20020326_2,28.696290969848633,Cali,
20020326_3,123.82003021240234,Quidbo,
20020401_0,0.5296247005462646,Baranquilla,
20020401_1,11.41490364074707,Bogota,
20020401_2,25.221147537231445,Cali,
20020401_3,146.5524444580078,Quidbo,
20020406_0,0.5838415026664734,Baranquilla,
20020406_1,49.40974807739258,Bogota,
20020406_2,44.79743957519531,Cali,
20020406_3,87.45803833007812,Quidbo,
20020411_0,0.5263555645942688,Baranquilla,
20020411_1,17.305543899536133,Bogota,
20020411_2,7.955301761627197,Cali,
20020411_3,9.816564559936523,Quidbo,
20020416_0,2.0066471099853516,Baranquilla,
20020416_1,15.405890464782715,Bogota,
20020416_2,40.48615646362305,Cali,
20020416_3,152.85430908203125,Quidbo,
20020421_0,6.301113128662109,Baranquilla,
20020421_1,31.695571899414062,Bogota,
20020421_2,56.00979995727539,Cali,
20020421_3,222.665771484375,Quidbo,
20020426_0,1.1833289861679077,Baranquilla,
20020426_1,17.602569580078125,Bogota,
20020426_2,29.701688766479492,Cali,
20020426_3,156.3068084716797,Quidbo,
20020501_0,0.7898099422454834,Baranquilla,
20020501_1,2.227092742919922,Bogota,
20020501_2,6.941814422607422,Cali,
